Date,Item Code,Item Name,Consumed,Wasted,Order Placed,Order Qty,Season,Holiday/Event,Demand Spike
2024-11-28,ASM001,Spring Assembly,22,1,No,,Autumn,,No
2024-11-29,SPR001,Steel Spring,118,4,No,,Autumn,,No
2024-11-29,BOL001,Hex Bolt M8,240,8,No,,Autumn,,No
2024-11-29,ASM001,Spring Assembly,21,0,No,,Autumn,,No
2024-12-02,SPR001,Steel Spring,88,5,Yes,600.0,Winter,,No
2024-12-02,BOL001,Hex Bolt M8,174,5,Yes,1200.0,Winter,,No
2024-12-02,ASM001,Spring Assembly,23,2,Yes,120.0,Winter,,No
2024-12-03,SPR001,Steel Spring,115,5,No,,Winter,,No
2024-12-03,BOL001,Hex Bolt M8,227,7,No,,Winter,,No
2024-12-03,ASM001,Spring Assembly,19,1,No,,Winter,,No
2024-12-04,SPR001,Steel Spring,126,6,No,,Winter,,No
2024-12-04,BOL001,Hex Bolt M8,263,7,No,,Winter,,No
2024-12-04,ASM001,Spring Assembly,23,2,No,,Winter,,No
2024-12-05,SPR001,Steel Spring,86,5,No,,Winter,,No
2024-12-05,BOL001,Hex Bolt M8,165,4,No,,Winter,,No
2024-12-05,ASM001,Spring Assembly,15,1,No,,Winter,,No
2024-12-06,SPR001,Steel Spring,106,5,No,,Winter,,No
2024-12-06,BOL001,Hex Bolt M8,182,7,No,,Winter,,No
2024-12-06,ASM001,Spring Assembly,21,0,No,,Winter,,No
2024-12-09,SPR001,Steel Spring,97,3,Yes,600.0,Winter,,No
2024-12-09,BOL001,Hex Bolt M8,204,6,Yes,1200.0,Winter,,No
2024-12-09,ASM001,Spring Assembly,23,1,Yes,120.0,Winter,,No
2024-12-10,SPR001,Steel Spring,107,5,No,,Winter,,No
2024-12-10,BOL001,Hex Bolt M8,188,7,No,,Winter,,No
2024-12-10,ASM001,Spring Assembly,26,1,No,,Winter,,No
2024-12-11,SPR001,Steel Spring,103,5,No,,Winter,,No
2024-12-11,BOL001,Hex Bolt M8,212,6,No,,Winter,,No
2024-12-11,ASM001,Spring Assembly,21,0,No,,Winter,,No
2024-12-12,SPR001,Steel Spring,94,4,No,,Winter,,No
2024-12-12,BOL001,Hex Bolt M8,211,6,No,,Winter,,No
2024-12-12,ASM001,Spring Assembly,16,1,No,,Winter,,No
2024-12-13,SPR001,Steel Spring,88,5,No,,Winter,,No
2024-12-13,BOL001,Hex Bolt M8,206,7,No,,Winter,,No
2024-12-13,ASM001,Spring Assembly,18,2,No,,Winter,,No
2024-12-16,SPR001,Steel Spring,101,4,Yes,600.0,Winter,,No
2024-12-16,BOL001,Hex Bolt M8,163,6,Yes,1200.0,Winter,,No
2024-12-16,ASM001,Spring Assembly,22,0,Yes,120.0,Winter,,No
2024-12-17,SPR001,Steel Spring,100,4,No,,Winter,,No
2024-12-17,BOL001,Hex Bolt M8,246,8,No,,Winter,,No
2024-12-17,ASM001,Spring Assembly,19,2,No,,Winter,,No
2024-12-18,SPR001,Steel Spring,114,5,No,,Winter,,No
2024-12-18,BOL001,Hex Bolt M8,176,5,No,,Winter,,No
2024-12-18,ASM001,Spring Assembly,19,1,No,,Winter,,No
2024-12-19,SPR001,Steel Spring,83,5,No,,Winter,,No
2024-12-19,BOL001,Hex Bolt M8,238,8,No,,Winter,,No
2024-12-19,ASM001,Spring Assembly,23,2,No,,Winter,,No
2024-12-20,SPR001,Steel Spring,72,4,No,,Winter,,No
2024-12-20,BOL001,Hex Bolt M8,200,8,No,,Winter,,No
2024-12-20,ASM001,Spring Assembly,19,1,No,,Winter,,No
2024-12-23,SPR001,Steel Spring,90,4,Yes,600.0,Winter,,No
2024-12-23,BOL001,Hex Bolt M8,187,7,Yes,1200.0,Winter,,No
2024-12-23,ASM001,Spring Assembly,19,2,Yes,120.0,Winter,,No
2024-12-24,SPR001,Steel Spring,67,4,No,,Winter,,No
2024-12-24,BOL001,Hex Bolt M8,168,7,No,,Winter,,No
2024-12-24,ASM001,Spring Assembly,23,2,No,,Winter,,No
2024-12-25,SPR001,Steel Spring,93,4,No,,Winter,Christmas,No
2024-12-25,BOL001,Hex Bolt M8,250,6,No,,Winter,Christmas,Yes
2024-12-25,ASM001,Spring Assembly,18,2,No,,Winter,Christmas,No
2024-12-26,SPR001,Steel Spring,98,5,No,,Winter,,No
2024-12-26,BOL001,Hex Bolt M8,209,7,No,,Winter,,No
2024-12-26,ASM001,Spring Assembly,21,2,No,,Winter,,No
2024-12-27,SPR001,Steel Spring,61,4,No,,Winter,,No
2024-12-27,BOL001,Hex Bolt M8,188,5,No,,Winter,,No
2024-12-27,ASM001,Spring Assembly,24,0,No,,Winter,,No
2024-12-30,SPR001,Steel Spring,102,5,Yes,600.0,Winter,,No
2024-12-30,BOL001,Hex Bolt M8,172,5,Yes,1200.0,Winter,,No
2024-12-30,ASM001,Spring Assembly,17,1,Yes,120.0,Winter,,No
2024-12-31,SPR001,Steel Spring,108,6,No,,Winter,,No
2024-12-31,BOL001,Hex Bolt M8,160,5,No,,Winter,,No
2024-12-31,ASM001,Spring Assembly,16,1,No,,Winter,,No
2025-01-01,SPR001,Steel Spring,95,3,No,,Winter,,No
2025-01-01,BOL001,Hex Bolt M8,185,6,No,,Winter,,No
2025-01-01,ASM001,Spring Assembly,20,1,No,,Winter,,No
2025-01-02,SPR001,Steel Spring,91,5,No,,Winter,,No
2025-01-02,BOL001,Hex Bolt M8,188,5,No,,Winter,,No
2025-01-02,ASM001,Spring Assembly,21,2,No,,Winter,,No
2025-01-03,SPR001,Steel Spring,78,5,No,,Winter,,No
2025-01-03,BOL001,Hex Bolt M8,221,6,No,,Winter,,No
2025-01-03,ASM001,Spring Assembly,17,0,No,,Winter,,No
2025-01-06,SPR001,Steel Spring,110,4,Yes,600.0,Winter,,No
2025-01-06,BOL001,Hex Bolt M8,201,6,Yes,1200.0,Winter,,No
2025-01-06,ASM001,Spring Assembly,19,1,Yes,120.0,Winter,,No
2025-01-07,SPR001,Steel Spring,109,4,No,,Winter,,No
2025-01-07,BOL001,Hex Bolt M8,218,8,No,,Winter,,No
2025-01-07,ASM001,Spring Assembly,13,1,No,,Winter,,No
2025-01-08,SPR001,Steel Spring,86,3,No,,Winter,,No
2025-01-08,BOL001,Hex Bolt M8,189,6,No,,Winter,,No
2025-01-08,ASM001,Spring Assembly,17,2,No,,Winter,,No
2025-01-09,SPR001,Steel Spring,104,5,No,,Winter,,No
2025-01-09,BOL001,Hex Bolt M8,238,7,No,,Winter,,No
2025-01-09,ASM001,Spring Assembly,16,2,No,,Winter,,No
2025-01-10,SPR001,Steel Spring,79,4,No,,Winter,,No
2025-01-10,BOL001,Hex Bolt M8,169,5,No,,Winter,,No
2025-01-10,ASM001,Spring Assembly,21,1,No,,Winter,,No
2025-01-13,SPR001,Steel Spring,89,3,Yes,600.0,Winter,,No
2025-01-13,BOL001,Hex Bolt M8,170,6,Yes,1200.0,Winter,,No
2025-01-13,ASM001,Spring Assembly,20,2,Yes,120.0,Winter,,No
2025-01-14,SPR001,Steel Spring,120,4,No,,Winter,,No
2025-01-14,BOL001,Hex Bolt M8,155,5,No,,Winter,,No
2025-01-14,ASM001,Spring Assembly,24,1,No,,Winter,,No
2025-01-15,SPR001,Steel Spring,106,6,No,,Winter,,No
2025-01-15,BOL001,Hex Bolt M8,187,7,No,,Winter,,No
2025-01-15,ASM001,Spring Assembly,18,0,No,,Winter,,No
2025-01-16,SPR001,Steel Spring,86,4,No,,Winter,,No
2025-01-16,BOL001,Hex Bolt M8,194,7,No,,Winter,,No
2025-01-16,ASM001,Spring Assembly,21,1,No,,Winter,,No
2025-01-17,SPR001,Steel Spring,91,3,No,,Winter,,No
2025-01-17,BOL001,Hex Bolt M8,223,7,No,,Winter,,No
2025-01-17,ASM001,Spring Assembly,24,1,No,,Winter,,No
2025-01-20,SPR001,Steel Spring,100,6,Yes,600.0,Winter,,No
2025-01-20,BOL001,Hex Bolt M8,190,5,Yes,1200.0,Winter,,No
2025-01-20,ASM001,Spring Assembly,24,2,Yes,120.0,Winter,,No
2025-01-21,SPR001,Steel Spring,102,4,No,,Winter,,No
2025-01-21,BOL001,Hex Bolt M8,201,7,No,,Winter,,No
2025-01-21,ASM001,Spring Assembly,19,0,No,,Winter,,No
2025-01-22,SPR001,Steel Spring,61,4,No,,Winter,,No
2025-01-22,BOL001,Hex Bolt M8,238,9,No,,Winter,,No
2025-01-22,ASM001,Spring Assembly,23,0,No,,Winter,,No
2025-01-23,SPR001,Steel Spring,97,3,No,,Winter,,No
2025-01-23,BOL001,Hex Bolt M8,212,7,No,,Winter,,No
2025-01-23,ASM001,Spring Assembly,25,1,No,,Winter,,No
2025-01-24,SPR001,Steel Spring,88,4,No,,Winter,,No
2025-01-24,BOL001,Hex Bolt M8,163,5,No,,Winter,,No
2025-01-24,ASM001,Spring Assembly,23,2,No,,Winter,,No
2025-01-27,SPR001,Steel Spring,96,4,Yes,600.0,Winter,,No
2025-01-27,BOL001,Hex Bolt M8,165,5,Yes,1200.0,Winter,,No
2025-01-27,ASM001,Spring Assembly,18,0,Yes,120.0,Winter,,No
2025-01-28,SPR001,Steel Spring,93,5,No,,Winter,,No
2025-01-28,BOL001,Hex Bolt M8,172,5,No,,Winter,,No
2025-01-28,ASM001,Spring Assembly,21,2,No,,Winter,,No
2025-01-29,SPR001,Steel Spring,84,4,No,,Winter,,No
2025-01-29,BOL001,Hex Bolt M8,183,7,No,,Winter,,No
2025-01-29,ASM001,Spring Assembly,19,0,No,,Winter,,No
2025-01-30,SPR001,Steel Spring,82,4,No,,Winter,,No
2025-01-30,BOL001,Hex Bolt M8,201,6,No,,Winter,,No
2025-01-30,ASM001,Spring Assembly,25,1,No,,Winter,,No
2025-01-31,SPR001,Steel Spring,102,5,No,,Winter,,No
2025-01-31,BOL001,Hex Bolt M8,202,8,No,,Winter,,No
2025-01-31,ASM001,Spring Assembly,19,1,No,,Winter,,No
2025-02-03,SPR001,Steel Spring,101,5,Yes,600.0,Winter,,No
2025-02-03,BOL001,Hex Bolt M8,193,6,Yes,1200.0,Winter,,No
2025-02-03,ASM001,Spring Assembly,19,1,Yes,120.0,Winter,,No
2025-02-04,SPR001,Steel Spring,117,6,No,,Winter,,No
2025-02-04,BOL001,Hex Bolt M8,180,5,No,,Winter,,No
2025-02-04,ASM001,Spring Assembly,20,2,No,,Winter,,No
2025-02-05,SPR001,Steel Spring,113,4,No,,Winter,,No
2025-02-05,BOL001,Hex Bolt M8,194,7,No,,Winter,,No
2025-02-05,ASM001,Spring Assembly,18,0,No,,Winter,,No
2025-02-06,SPR001,Steel Spring,114,5,No,,Winter,,No
2025-02-06,BOL001,Hex Bolt M8,168,6,No,,Winter,,No
2025-02-06,ASM001,Spring Assembly,24,1,No,,Winter,,No
2025-02-07,SPR001,Steel Spring,87,4,No,,Winter,,No
2025-02-07,BOL001,Hex Bolt M8,183,7,No,,Winter,,No
2025-02-07,ASM001,Spring Assembly,18,0,No,,Winter,,No
2025-02-10,SPR001,Steel Spring,120,6,Yes,600.0,Winter,,No
2025-02-10,BOL001,Hex Bolt M8,229,7,Yes,1200.0,Winter,,No
2025-02-10,ASM001,Spring Assembly,19,1,Yes,120.0,Winter,,No
2025-02-11,SPR001,Steel Spring,100,5,No,,Winter,,No
2025-02-11,BOL001,Hex Bolt M8,163,5,No,,Winter,,No
2025-02-11,ASM001,Spring Assembly,22,2,No,,Winter,,No
2025-02-12,SPR001,Steel Spring,93,4,No,,Winter,,No
2025-02-12,BOL001,Hex Bolt M8,185,6,No,,Winter,,No
2025-02-12,ASM001,Spring Assembly,20,2,No,,Winter,,No
2025-02-13,SPR001,Steel Spring,92,4,No,,Winter,,No
2025-02-13,BOL001,Hex Bolt M8,200,7,No,,Winter,,No
2025-02-13,ASM001,Spring Assembly,18,0,No,,Winter,,No
2025-02-14,SPR001,Steel Spring,92,4,No,,Winter,,No
2025-02-14,BOL001,Hex Bolt M8,170,5,No,,Winter,,No
2025-02-14,ASM001,Spring Assembly,18,0,No,,Winter,,No
2025-02-17,SPR001,Steel Spring,120,5,Yes,600.0,Winter,,No
2025-02-17,BOL001,Hex Bolt M8,258,8,Yes,1200.0,Winter,,No
2025-02-17,ASM001,Spring Assembly,19,2,Yes,120.0,Winter,,No
2025-02-18,SPR001,Steel Spring,105,5,No,,Winter,,No
2025-02-18,BOL001,Hex Bolt M8,202,8,No,,Winter,,No
2025-02-18,ASM001,Spring Assembly,23,1,No,,Winter,,No
2025-02-19,SPR001,Steel Spring,96,3,No,,Winter,,No
2025-02-19,BOL001,Hex Bolt M8,245,8,No,,Winter,,No
2025-02-19,ASM001,Spring Assembly,16,1,No,,Winter,,No
2025-02-20,SPR001,Steel Spring,99,4,No,,Winter,,No
2025-02-20,BOL001,Hex Bolt M8,195,7,No,,Winter,,No
2025-02-20,ASM001,Spring Assembly,19,1,No,,Winter,,No
2025-02-21,SPR001,Steel Spring,100,4,No,,Winter,,No
2025-02-21,BOL001,Hex Bolt M8,204,6,No,,Winter,,No
2025-02-21,ASM001,Spring Assembly,21,1,No,,Winter,,No
2025-02-24,SPR001,Steel Spring,126,5,Yes,600.0,Winter,,No
2025-02-24,BOL001,Hex Bolt M8,194,6,Yes,1200.0,Winter,,No
2025-02-24,ASM001,Spring Assembly,18,2,Yes,120.0,Winter,,No
2025-02-25,SPR001,Steel Spring,111,4,No,,Winter,,No
2025-02-25,BOL001,Hex Bolt M8,200,8,No,,Winter,,No
2025-02-25,ASM001,Spring Assembly,21,1,No,,Winter,,No
2025-02-26,SPR001,Steel Spring,155,6,No,,Winter,,No
2025-02-26,BOL001,Hex Bolt M8,203,7,No,,Winter,,No
2025-02-26,ASM001,Spring Assembly,13,2,No,,Winter,,No
2025-02-27,SPR001,Steel Spring,98,5,No,,Winter,,No
2025-02-27,BOL001,Hex Bolt M8,214,6,No,,Winter,,No
2025-02-27,ASM001,Spring Assembly,22,1,No,,Winter,,No
2025-02-28,SPR001,Steel Spring,92,3,No,,Winter,,No
2025-02-28,BOL001,Hex Bolt M8,188,7,No,,Winter,,No
2025-02-28,ASM001,Spring Assembly,17,0,No,,Winter,,No
2025-03-03,SPR001,Steel Spring,124,6,Yes,600.0,Spring,,No
2025-03-03,BOL001,Hex Bolt M8,183,5,Yes,1200.0,Spring,,No
2025-03-03,ASM001,Spring Assembly,20,0,Yes,120.0,Spring,,No
2025-03-04,SPR001,Steel Spring,82,4,No,,Spring,,No
2025-03-04,BOL001,Hex Bolt M8,167,5,No,,Spring,,No
2025-03-04,ASM001,Spring Assembly,21,0,No,,Spring,,No
2025-03-05,SPR001,Steel Spring,87,4,No,,Spring,,No
2025-03-05,BOL001,Hex Bolt M8,195,5,No,,Spring,,No
2025-03-05,ASM001,Spring Assembly,17,0,No,,Spring,,No
2025-03-06,SPR001,Steel Spring,68,3,No,,Spring,,No
2025-03-06,BOL001,Hex Bolt M8,177,6,No,,Spring,,No
2025-03-06,ASM001,Spring Assembly,20,0,No,,Spring,,No
2025-03-07,SPR001,Steel Spring,101,5,No,,Spring,,No
2025-03-07,BOL001,Hex Bolt M8,213,7,No,,Spring,,No
2025-03-07,ASM001,Spring Assembly,16,1,No,,Spring,,No
2025-03-10,SPR001,Steel Spring,83,5,Yes,600.0,Spring,,No
2025-03-10,BOL001,Hex Bolt M8,213,6,Yes,1200.0,Spring,,No
2025-03-10,ASM001,Spring Assembly,23,1,Yes,120.0,Spring,,No
2025-03-11,SPR001,Steel Spring,92,5,No,,Spring,,No
2025-03-11,BOL001,Hex Bolt M8,226,8,No,,Spring,,No
2025-03-11,ASM001,Spring Assembly,20,0,No,,Spring,,No
2025-03-12,SPR001,Steel Spring,129,7,No,,Spring,,No
2025-03-12,BOL001,Hex Bolt M8,186,5,No,,Spring,,No
2025-03-12,ASM001,Spring Assembly,15,1,No,,Spring,,No
2025-03-13,SPR001,Steel Spring,80,5,No,,Spring,,No
2025-03-13,BOL001,Hex Bolt M8,172,6,No,,Spring,,No
2025-03-13,ASM001,Spring Assembly,22,2,No,,Spring,,No
2025-03-14,SPR001,Steel Spring,122,4,No,,Spring,,No
2025-03-14,BOL001,Hex Bolt M8,201,8,No,,Spring,,No
2025-03-14,ASM001,Spring Assembly,22,2,No,,Spring,,No
2025-03-17,SPR001,Steel Spring,101,5,Yes,600.0,Spring,,No
2025-03-17,BOL001,Hex Bolt M8,152,4,Yes,1200.0,Spring,,No
2025-03-17,ASM001,Spring Assembly,22,1,Yes,120.0,Spring,,No
2025-03-18,SPR001,Steel Spring,118,5,No,,Spring,,No
2025-03-18,BOL001,Hex Bolt M8,202,8,No,,Spring,,No
2025-03-18,ASM001,Spring Assembly,16,0,No,,Spring,,No
2025-03-19,SPR001,Steel Spring,106,4,No,,Spring,,No
2025-03-19,BOL001,Hex Bolt M8,209,8,No,,Spring,,No
2025-03-19,ASM001,Spring Assembly,24,1,No,,Spring,,No
2025-03-20,SPR001,Steel Spring,77,3,No,,Spring,,No
2025-03-20,BOL001,Hex Bolt M8,165,5,No,,Spring,,No
2025-03-20,ASM001,Spring Assembly,14,0,No,,Spring,,No
2025-03-21,SPR001,Steel Spring,95,3,No,,Spring,,No
2025-03-21,BOL001,Hex Bolt M8,212,6,No,,Spring,,No
2025-03-21,ASM001,Spring Assembly,18,2,No,,Spring,,No
2025-03-24,SPR001,Steel Spring,74,4,Yes,600.0,Spring,,No
2025-03-24,BOL001,Hex Bolt M8,216,7,Yes,1200.0,Spring,,No
2025-03-24,ASM001,Spring Assembly,20,1,Yes,120.0,Spring,,No
2025-03-25,SPR001,Steel Spring,101,4,No,,Spring,,No
2025-03-25,BOL001,Hex Bolt M8,194,6,No,,Spring,,No
2025-03-25,ASM001,Spring Assembly,21,0,No,,Spring,,No
2025-03-26,SPR001,Steel Spring,99,5,No,,Spring,,No
2025-03-26,BOL001,Hex Bolt M8,143,6,No,,Spring,,No
2025-03-26,ASM001,Spring Assembly,19,1,No,,Spring,,No
2025-03-27,SPR001,Steel Spring,97,4,No,,Spring,,No
2025-03-27,BOL001,Hex Bolt M8,220,6,No,,Spring,,No
2025-03-27,ASM001,Spring Assembly,14,1,No,,Spring,,No
2025-03-28,SPR001,Steel Spring,129,7,No,,Spring,,No
2025-03-28,BOL001,Hex Bolt M8,182,5,No,,Spring,,No
2025-03-28,ASM001,Spring Assembly,18,2,No,,Spring,,No
2025-03-31,SPR001,Steel Spring,97,4,Yes,600.0,Spring,,No
2025-03-31,BOL001,Hex Bolt M8,190,6,Yes,1200.0,Spring,,No
2025-03-31,ASM001,Spring Assembly,19,2,Yes,120.0,Spring,,No
2025-04-01,SPR001,Steel Spring,118,4,No,,Spring,,No
2025-04-01,BOL001,Hex Bolt M8,158,4,No,,Spring,,No
2025-04-01,ASM001,Spring Assembly,23,0,No,,Spring,,No
2025-04-02,SPR001,Steel Spring,94,5,No,,Spring,,No
2025-04-02,BOL001,Hex Bolt M8,163,4,No,,Spring,,No
2025-04-02,ASM001,Spring Assembly,23,1,No,,Spring,,No
2025-04-03,SPR001,Steel Spring,94,5,No,,Spring,,No
2025-04-03,BOL001,Hex Bolt M8,205,8,No,,Spring,,No
2025-04-03,ASM001,Spring Assembly,15,0,No,,Spring,,No
2025-04-04,SPR001,Steel Spring,125,5,No,,Spring,,No
2025-04-04,BOL001,Hex Bolt M8,208,6,No,,Spring,,No
2025-04-04,ASM001,Spring Assembly,23,1,No,,Spring,,No
2025-04-07,SPR001,Steel Spring,116,4,Yes,600.0,Spring,,No
2025-04-07,BOL001,Hex Bolt M8,169,5,Yes,1200.0,Spring,,No
2025-04-07,ASM001,Spring Assembly,26,0,Yes,120.0,Spring,,No
2025-04-08,SPR001,Steel Spring,101,5,No,,Spring,,No
2025-04-08,BOL001,Hex Bolt M8,241,7,No,,Spring,,No
2025-04-08,ASM001,Spring Assembly,22,1,No,,Spring,,No
2025-04-09,SPR001,Steel Spring,84,4,No,,Spring,,No
2025-04-09,BOL001,Hex Bolt M8,217,6,No,,Spring,,No
2025-04-09,ASM001,Spring Assembly,25,0,No,,Spring,,No
2025-04-10,SPR001,Steel Spring,93,5,No,,Spring,Easter,No
2025-04-10,BOL001,Hex Bolt M8,173,5,No,,Spring,Easter,No
2025-04-10,ASM001,Spring Assembly,26,2,No,,Spring,Easter,Yes
2025-04-11,SPR001,Steel Spring,79,4,No,,Spring,,No
2025-04-11,BOL001,Hex Bolt M8,190,6,No,,Spring,,No
2025-04-11,ASM001,Spring Assembly,22,0,No,,Spring,,No
2025-04-14,SPR001,Steel Spring,90,5,Yes,600.0,Spring,,No
2025-04-14,BOL001,Hex Bolt M8,223,6,Yes,1200.0,Spring,,No
2025-04-14,ASM001,Spring Assembly,24,1,Yes,120.0,Spring,,No
2025-04-15,SPR001,Steel Spring,108,6,No,,Spring,,No
2025-04-15,BOL001,Hex Bolt M8,231,6,No,,Spring,,No
2025-04-15,ASM001,Spring Assembly,20,1,No,,Spring,,No
2025-04-16,SPR001,Steel Spring,91,5,No,,Spring,,No
2025-04-16,BOL001,Hex Bolt M8,188,5,No,,Spring,,No
2025-04-16,ASM001,Spring Assembly,15,0,No,,Spring,,No
2025-04-17,SPR001,Steel Spring,83,5,No,,Spring,,No
2025-04-17,BOL001,Hex Bolt M8,172,7,No,,Spring,,No
2025-04-17,ASM001,Spring Assembly,16,1,No,,Spring,,No
2025-04-18,SPR001,Steel Spring,108,5,No,,Spring,,No
2025-04-18,BOL001,Hex Bolt M8,237,7,No,,Spring,,No
2025-04-18,ASM001,Spring Assembly,20,1,No,,Spring,,No
2025-04-21,SPR001,Steel Spring,90,4,Yes,600.0,Spring,,No
2025-04-21,BOL001,Hex Bolt M8,156,5,Yes,1200.0,Spring,,No
2025-04-21,ASM001,Spring Assembly,20,1,Yes,120.0,Spring,,No
2025-04-22,SPR001,Steel Spring,105,6,No,,Spring,,No
2025-04-22,BOL001,Hex Bolt M8,187,7,No,,Spring,,No
2025-04-22,ASM001,Spring Assembly,16,1,No,,Spring,,No
2025-04-23,SPR001,Steel Spring,137,5,No,,Spring,,No
2025-04-23,BOL001,Hex Bolt M8,183,5,No,,Spring,,No
2025-04-23,ASM001,Spring Assembly,17,1,No,,Spring,,No
2025-04-24,SPR001,Steel Spring,88,4,No,,Spring,,No
2025-04-24,BOL001,Hex Bolt M8,207,8,No,,Spring,,No
2025-04-24,ASM001,Spring Assembly,24,2,No,,Spring,,No
2025-04-25,SPR001,Steel Spring,114,4,No,,Spring,,No
2025-04-25,BOL001,Hex Bolt M8,189,5,No,,Spring,,No
2025-04-25,ASM001,Spring Assembly,16,2,No,,Spring,,No
2025-04-28,SPR001,Steel Spring,87,5,Yes,600.0,Spring,,No
2025-04-28,BOL001,Hex Bolt M8,165,6,Yes,1200.0,Spring,,No
2025-04-28,ASM001,Spring Assembly,20,2,Yes,120.0,Spring,,No
2025-04-29,SPR001,Steel Spring,93,5,No,,Spring,,No
2025-04-29,BOL001,Hex Bolt M8,166,4,No,,Spring,,No
2025-04-29,ASM001,Spring Assembly,24,0,No,,Spring,,No
2025-04-30,SPR001,Steel Spring,113,5,No,,Spring,,No
2025-04-30,BOL001,Hex Bolt M8,158,4,No,,Spring,,No
2025-04-30,ASM001,Spring Assembly,26,2,No,,Spring,,No
2025-05-01,SPR001,Steel Spring,93,4,No,,Spring,,No
2025-05-01,BOL001,Hex Bolt M8,208,6,No,,Spring,,No
2025-05-01,ASM001,Spring Assembly,23,1,No,,Spring,,No
2025-05-02,SPR001,Steel Spring,88,5,No,,Spring,,No
2025-05-02,BOL001,Hex Bolt M8,208,7,No,,Spring,,No
2025-05-02,ASM001,Spring Assembly,20,0,No,,Spring,,No
2025-05-05,SPR001,Steel Spring,100,5,Yes,600.0,Spring,,No
2025-05-05,BOL001,Hex Bolt M8,202,7,Yes,1200.0,Spring,,No
2025-05-05,ASM001,Spring Assembly,15,2,Yes,120.0,Spring,,No
2025-05-06,SPR001,Steel Spring,121,4,No,,Spring,,No
2025-05-06,BOL001,Hex Bolt M8,175,6,No,,Spring,,No
2025-05-06,ASM001,Spring Assembly,23,2,No,,Spring,,No
2025-05-07,SPR001,Steel Spring,106,4,No,,Spring,,No
2025-05-07,BOL001,Hex Bolt M8,202,7,No,,Spring,,No
2025-05-07,ASM001,Spring Assembly,19,2,No,,Spring,,No
2025-05-08,SPR001,Steel Spring,77,4,No,,Spring,,No
2025-05-08,BOL001,Hex Bolt M8,149,6,No,,Spring,,No
2025-05-08,ASM001,Spring Assembly,18,0,No,,Spring,,No
2025-05-09,SPR001,Steel Spring,113,5,No,,Spring,,No
2025-05-09,BOL001,Hex Bolt M8,228,7,No,,Spring,,No
2025-05-09,ASM001,Spring Assembly,21,0,No,,Spring,,No
2025-05-12,SPR001,Steel Spring,95,5,Yes,600.0,Spring,,No
2025-05-12,BOL001,Hex Bolt M8,221,7,Yes,1200.0,Spring,,No
2025-05-12,ASM001,Spring Assembly,22,1,Yes,120.0,Spring,,No
2025-05-13,SPR001,Steel Spring,99,4,No,,Spring,,No
2025-05-13,BOL001,Hex Bolt M8,178,6,No,,Spring,,No
2025-05-13,ASM001,Spring Assembly,22,1,No,,Spring,,No
2025-05-14,SPR001,Steel Spring,112,5,No,,Spring,,No
2025-05-14,BOL001,Hex Bolt M8,212,6,No,,Spring,,No
2025-05-14,ASM001,Spring Assembly,16,0,No,,Spring,,No
2025-05-15,SPR001,Steel Spring,85,4,No,,Spring,,No
2025-05-15,BOL001,Hex Bolt M8,155,6,No,,Spring,,No
2025-05-15,ASM001,Spring Assembly,22,2,No,,Spring,,No
2025-05-16,SPR001,Steel Spring,77,3,No,,Spring,,No
2025-05-16,BOL001,Hex Bolt M8,162,5,No,,Spring,,No
2025-05-16,ASM001,Spring Assembly,15,2,No,,Spring,,No
2025-05-19,SPR001,Steel Spring,96,3,Yes,600.0,Spring,,No
2025-05-19,BOL001,Hex Bolt M8,185,6,Yes,1200.0,Spring,,No
2025-05-19,ASM001,Spring Assembly,21,1,Yes,120.0,Spring,,No
2025-05-20,SPR001,Steel Spring,123,5,No,,Spring,,No
2025-05-20,BOL001,Hex Bolt M8,152,5,No,,Spring,,No
2025-05-20,ASM001,Spring Assembly,25,2,No,,Spring,,No
2025-05-21,SPR001,Steel Spring,91,3,No,,Spring,,No
2025-05-21,BOL001,Hex Bolt M8,168,6,No,,Spring,,No
2025-05-21,ASM001,Spring Assembly,22,2,No,,Spring,,No
2025-05-22,SPR001,Steel Spring,115,5,No,,Spring,,No
2025-05-22,BOL001,Hex Bolt M8,191,7,No,,Spring,,No
2025-05-22,ASM001,Spring Assembly,19,1,No,,Spring,,No
2025-05-23,SPR001,Steel Spring,97,4,No,,Spring,,No
2025-05-23,BOL001,Hex Bolt M8,167,6,No,,Spring,,No
2025-05-23,ASM001,Spring Assembly,20,0,No,,Spring,,No
2025-05-26,SPR001,Steel Spring,96,3,Yes,600.0,Spring,,No
2025-05-26,BOL001,Hex Bolt M8,182,6,Yes,1200.0,Spring,,No
2025-05-26,ASM001,Spring Assembly,22,2,Yes,120.0,Spring,,No
2025-05-27,SPR001,Steel Spring,56,2,No,,Spring,,No
2025-05-27,BOL001,Hex Bolt M8,166,5,No,,Spring,,No
2025-05-27,ASM001,Spring Assembly,21,1,No,,Spring,,No
2025-05-28,SPR001,Steel Spring,112,6,No,,Spring,,No
2025-05-28,BOL001,Hex Bolt M8,186,6,No,,Spring,,No
2025-05-28,ASM001,Spring Assembly,12,1,No,,Spring,,No
2025-05-29,SPR001,Steel Spring,118,6,No,,Spring,,No
2025-05-29,BOL001,Hex Bolt M8,178,7,No,,Spring,,No
2025-05-29,ASM001,Spring Assembly,22,0,No,,Spring,,No
2025-05-30,SPR001,Steel Spring,98,3,No,,Spring,,No
2025-05-30,BOL001,Hex Bolt M8,187,6,No,,Spring,,No
